chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
5	32530000	32540000	5	32580000	32590000	255,255,0	568	195.935	197.57	189.622	214.735	5.47441336796e-61	6.82004460652e-61	1.33333194135e-93	1.38644448859e-60	11	32501363	32596818	35652.130093
10	97990000	98000000	10	98050000	98060000	255,255,0	567	227.918	227.364	275.886	257.736	1.19706793702e-60	1.49092374558e-60	5.10224896331e-33	4.41536552219e-33	7	97992142	98059285	17261.494248
15	65610000	65620000	15	65670000	65680000	255,255,0	565	196.275	189.573	239.51	207.12	5.78697449074e-60	8.74042042472e-93	1.44250308305e-59	1.47505891375e-59	8	65611250	65677500	18582.5859341
1	206670000	206680000	1	206750000	206760000	255,255,0	565	256.988	317.871	364.857	361.769	6.99172184086e-33	9.85213046085e-13	8.61914351041e-13	9.94650500518e-13	9	206658333	206762777	18392.161508
15	74920000	74930000	15	75060000	75070000	255,255,0	564	196.356	168.141	229.142	152.421	1.25938248393e-59	2.33146919631e-92	3.11236684079e-59	2.51132581374e-129	10	74930000	75055000	18027.7563773
6	32850000	32860000	6	32900000	32910000	255,255,0	564	267.652	310.604	334.413	298.667	1.21332231518e-32	1.33956928214e-12	1.18855180175e-12	2.30135921836e-32	3	32858333	32911666	7453.559925
15	43520000	43530000	15	43570000	43580000	255,255,0	561	220.991	267.248	275.606	267.621	1.30530500902e-58	8.59197465361e-32	1.41695542527e-31	1.21973439478e-31	5	43515000	43573000	12806.2484749
19	16350000	16360000	19	16490000	16500000	255,255,0	557	151.572	164.365	229.512	181.008	4.76073695639e-126	2.65075493502e-89	7.1231925161e-57	6.19931451565e-89	12	16359166	16499166	26167.1974468
5	95110000	95120000	5	95180000	95190000	255,255,0	556	201.42	181.613	192.114	196.839	6.24873513282e-57	7.00458767664e-89	2.18699463724e-88	1.5837086753e-56	8	95117500	95178750	18582.5859341
5	133370000	133380000	5	133430000	133440000	255,255,0	554	262.265	305.09	365.072	345.873	2.92912394695e-30	3.10429342988e-11	2.89929292036e-11	3.25690950337e-11	2	133375000	133430000	5000.0
11	111150000	111160000	11	111290000	111300000	255,255,0	553	112.326	135.066	179.135	174.23	6.45670581683e-164	3.38177906949e-124	3.72564119597e-87	3.01393395995e-87	11	111155000	111305000	20000.0
9	127530000	127540000	9	127610000	127620000	255,255,0	553	190.314	161.435	191.14	180.919	1.44313647979e-87	1.38077483602e-87	3.72564119597e-87	3.01393395995e-87	8	127543750	127610000	17365.5549868
19	36370000	36380000	19	36420000	36430000	255,255,0	552	208.279	192.047	191.623	217.542	1.36438039477e-55	3.63215635786e-87	9.36958940589e-87	3.35485537637e-55	3	36371666	36428333	7453.559925
17	40110000	40120000	17	40260000	40270000	255,255,0	552	186.304	215.044	270.928	267.515	3.78055625222e-87	1.77217574992e-55	1.88922915862e-29	1.63469237168e-29	5	40111000	40263000	12649.1106407
2	65140000	65150000	2	65210000	65220000	255,255,0	552	247.427	244.028	260.233	292.184	8.48037050523e-30	1.17448950459e-29	1.88922915862e-29	1.63469237168e-29	3	65155000	65215000	10000.0
22	42560000	42570000	22	42830000	42840000	255,255,0	549	152.843	176.061	211.561	193.238	7.90279023043e-122	6.79730007668e-86	3.2970857278e-54	3.22073958365e-54	9	42568333	42835000	21081.8510678
22	44390000	44400000	22	44470000	44480000	255,255,0	549	282.321	267.643	256.601	306.576	4.21408707326e-29	5.83891883429e-29	9.08187452224e-29	1.48043755689e-10	8	44393750	44483750	14252.1928137
10	97450000	97460000	10	97600000	97610000	255,255,0	549	161.512	163.638	214.406	193.135	7.28284205284e-86	6.79730007668e-86	3.2970857278e-54	3.22073958365e-54	12	97449166	97612500	28111.8796557
2	86050000	86060000	2	86300000	86310000	255,255,0	548	169.709	136.953	180.908	162.319	1.89952057791e-85	1.45878095307e-121	4.70770085026e-85	4.16542796917e-85	8	86058750	86306250	19121.323176
8	41550000	41560000	8	41680000	41690000	255,255,0	547	199.531	192.738	229.349	224.024	6.03910228723e-54	7.71495735359e-54	1.48672941034e-53	1.42387516975e-53	11	41559545	41688636	16983.2197202
7	5530000	5540000	7	5590000	5600000	255,255,0	547	258.761	245.639	277.24	285.23	1.18664807169e-28	1.64630724683e-28	2.5310074817e-28	2.3173377045e-28	5	5543000	5601000	12649.1106407
6	35550000	35560000	6	35700000	35710000	255,255,0	547	131.66	136.132	147.394	185.218	8.01107830777e-121	4.60639803452e-121	2.31782541296e-120	1.05846975433e-84	9	35553888	35709444	18223.5771854
6	137420000	137430000	6	137480000	137490000	255,255,0	547	245.511	242.515	271.821	255.435	1.18664807169e-28	1.64630724683e-28	2.5310074817e-28	2.3173377045e-28	6	137420000	137488333	15365.9074288
19	17970000	17980000	19	18040000	18050000	255,255,0	545	208.14	190.42	199.521	205.428	2.65338254079e-53	3.38057275494e-84	6.39719340778e-53	6.14119006203e-53	5	17977000	18041000	12649.1106407
17	39890000	39900000	17	39950000	39960000	255,255,0	545	182.86	207.35	246.426	236.471	3.4701599316e-84	3.38412694433e-53	7.15634351816e-28	6.14119006203e-53	8	39892500	39958750	18582.5859341
17	48860000	48870000	17	48910000	48920000	255,255,0	544	226.258	237.52	242.867	260.806	5.44572641963e-53	7.11987413768e-53	1.18837245112e-27	1.09056501351e-27	5	48863000	48921000	12649.1106407
5	176820000	176830000	5	176870000	176880000	255,255,0	544	240.752	274.656	292.701	275.917	5.44572641963e-53	7.89077216893e-28	1.18837245112e-27	1.09056501351e-27	4	176825000	176882500	10307.764064
2	20640000	20650000	2	20840000	20850000	255,255,0	544	172.294	150.505	184.383	216.335	9.01735902844e-84	1.56776594436e-119	2.30932286639e-83	1.28525665859e-52	13	20641923	20835769	20995.9139445
1	156110000	156120000	1	156190000	156200000	255,255,0	543	196.577	195.791	233.709	210.022	1.13081937399e-52	1.47606044029e-52	2.79383200473e-52	2.68585287388e-52	7	156116428	156190714	15779.0871674
15	93340000	93350000	15	93450000	93460000	255,255,0	542	194.672	149.751	194.239	154.239	2.37353107013e-52	1.67847631407e-118	5.82570270985e-52	1.32195932107e-82	15	93353666	93449666	32612.1994897
5	98260000	98270000	5	98360000	98370000	255,255,0	541	175.104	197.705	207.424	227.276	1.67272280685e-82	6.56500855145e-52	1.21296564634e-51	1.18848010021e-51	15	98249000	98377000	27202.9410175
15	78250000	78260000	15	78390000	78400000	255,255,0	539	211.894	191.475	207.624	258.429	2.14765676982e-51	1.12996225149e-81	5.23453776084e-51	1.44043724411e-26	9	78263888	78398333	31817.3801406
10	112110000	112120000	10	112260000	112270000	255,255,0	537	188.389	271.69	295.387	308.6	7.63507287321e-81	2.88956852359e-26	4.26883490221e-26	4.49208817353e-09	2	112115000	112260000	5000.0
16	57630000	57640000	16	57680000	57690000	255,255,0	536	248.3	257.942	255.315	264.746	3.50335053359e-26	4.77902066727e-26	7.06078852297e-26	6.67906039094e-26	5	57625000	57685000	10000.0
10	35410000	35420000	10	35500000	35510000	255,255,0	536	210.545	182.196	200.769	201.942	1.98062397532e-50	1.94274824109e-80	4.63876656712e-50	4.62776470342e-50	11	35415000	35495000	22360.679775
3	122270000	122280000	3	122390000	122400000	255,255,0	536	166.368	161.691	202.255	214.051	1.9640165784e-80	1.94274824109e-80	4.63876656712e-50	4.62776470342e-50	9	122281666	122402777	18392.1615081
20	52190000	52200000	20	52550000	52560000	255,255,0	535	192.595	129.138	182.706	150.257	4.91386639092e-80	7.42530822709e-115	1.28549175296e-79	4.82267770553e-114	8	52198750	52545000	20348.5257451
17	29760000	29770000	17	29850000	29860000	255,255,0	535	164.825	172.435	201.454	223.899	4.91386639092e-80	5.00242320603e-80	9.41498765794e-50	9.39265792666e-50	7	29767857	29850714	17261.494248
14	21090000	21100000	14	21150000	21160000	255,255,0	535	237.676	220.329	254.488	257.243	4.06162543707e-50	5.46407058003e-50	1.14481668007e-25	1.08371595017e-25	7	21089285	21149285	16720.9998725
5	150430000	150440000	5	150490000	150500000	255,255,0	535	226.815	219.947	244.688	226.01	4.06162543707e-50	5.46407058003e-50	1.14481668007e-25	9.39265792666e-50	6	150433333	150496666	11785.1130198
9	140570000	140580000	9	140650000	140660000	255,255,0	534	262.117	282.101	327.344	273.194	9.4304468842e-26	1.30033973506e-25	1.00884709379e-08	1.78690372431e-25	4	140570000	140657500	23048.8611432
1	45970000	45980000	1	46030000	46040000	255,255,0	534	182.313	166.792	192.866	182.864	1.26209777286e-79	1.28649242088e-79	1.93964172815e-49	2.93708077165e-79	7	45975000	46035000	14142.1356237
17	71250000	71260000	17	71360000	71370000	255,255,0	533	112.705	110.9	148.991	136.316	7.89037208075e-152	1.15118497937e-151	3.17114658475e-113	3.97957190812e-113	10	71253000	71365000	18000.0
17	76100000	76110000	17	76170000	76180000	255,255,0	533	263.67	258.835	263.591	338.319	1.53615025064e-25	2.13926504601e-25	3.05150238194e-25	1.32274397595e-08	4	76115000	76177500	10307.764064
11	3870000	3880000	11	4090000	4100000	255,255,0	533	136.182	129.472	135.21	197.401	1.62376359955e-113	7.73963079407e-114	3.17114658475e-113	3.91885820233e-49	13	3866538	4092692	25570.4155978
11	68020000	68030000	11	68070000	68080000	255,255,0	533	220.182	238.184	244.185	244.651	1.7010114494e-49	2.27889550814e-49	3.05150238194e-25	2.89128521751e-25	3	68018333	68071666	7453.559925
10	103600000	103610000	10	103770000	103780000	255,255,0	533	241.379	223.549	270.748	291.637	1.7010114494e-49	2.27889550814e-49	3.05150238194e-25	2.89128521751e-25	6	103603333	103768333	13437.0962472
5	156680000	156690000	5	156730000	156740000	255,255,0	533	204.923	210.718	220.152	225.905	1.7010114494e-49	2.27889550814e-49	3.92817473991e-49	3.91885820233e-49	5	156681000	156743000	12649.1106407
3	15310000	15320000	3	15420000	15430000	255,255,0	533	195.705	217.621	264.849	266.146	1.7010114494e-49	2.27889550814e-49	3.05150238194e-25	2.89128521751e-25	11	15307727	15438636	34413.6240559
22	39930000	39940000	22	40420000	40430000	255,255,0	532	198.62	135.994	147.09	203.77	3.51029443983e-49	2.43203235753e-113	8.74098894806e-113	8.04935407627e-49	10	39944000	40423000	20124.6117975
22	46400000	46410000	22	46510000	46520000	255,255,0	531	170.569	156.469	213.101	163.122	2.17449788048e-78	2.22181488069e-78	1.63022610591e-48	4.46869191516e-78	13	46399615	46506538	19230.7692308
19	18050000	18060000	19	18100000	18110000	255,255,0	531	149.83	149.483	159.109	171.931	1.45080703136e-112	7.29941725803e-113	5.81465703609e-78	4.46869191516e-78	5	18049000	18107000	12649.1106407
11	73000000	73010000	11	73050000	73060000	255,255,0	531	231.363	274.204	268.005	270.767	7.15675182041e-49	5.75926669162e-25	8.22154851518e-25	7.85875796774e-25	2	73010000	73080000	25495.097568
11	44950000	44960000	11	45120000	45130000	255,255,0	530	123.686	104.487	132.661	125.74	4.38245152076e-112	5.51988335766e-150	8.15119602781e-112	1.145669626e-111	13	44960384	45123461	19230.7692308
6	138190000	138200000	6	138260000	138270000	255,255,0	530	202.175	198.232	251.514	229.06	1.47186891821e-48	1.96444771256e-48	1.33457691002e-24	3.37927949435e-48	6	138195000	138268333	28480.0124844
20	47270000	47280000	20	47520000	47530000	255,255,0	529	174.552	160.121	203.973	195.096	1.45037272324e-77	1.48357572556e-77	6.82431753398e-48	6.90680073336e-48	12	47273333	47525000	20069.324298
2	70310000	70320000	2	70360000	70370000	255,255,0	528	259.687	202.779	241.675	242.021	1.78348583428e-24	8.07467542739e-48	1.37341480002e-47	1.37015744223e-47	2	70310000	70365000	5000.0
12	55380000	55390000	12	55460000	55470000	255,255,0	527	147.49	136.516	124.643	171.91	1.32907693424e-110	7.8014521469e-111	2.52353411769e-110	1.91715829455e-76	9	55391666	55463888	16703.6626426
17	75080000	75090000	17	75240000	75250000	255,255,0	526	178.025	139.941	180.616	167.234	2.49461156791e-76	2.44943194296e-110	6.32975575451e-76	4.80054929387e-76	9	75091666	75237222	18392.1615081
16	67580000	67590000	16	67670000	67680000	255,255,0	526	204.337	214.753	213.949	279.548	2.56169635278e-47	3.40430954564e-47	5.77179741499e-47	9.08060225412e-24	14	67579285	67686428	33472.498611
18	60820000	60830000	18	60980000	60990000	255,255,0	524	161.831	160.032	147.586	253.987	1.56350580726e-75	1.63980782211e-75	7.80264031892e-109	2.36745785884e-23	7	60813571	60985000	15185.9225896
11	60130000	60140000	11	60220000	60230000	255,255,0	524	191.317	199.085	242.737	223.925	1.56350580726e-75	1.36763417487e-46	2.45444917599e-23	2.37005663295e-46	15	60135000	60237000	29732.1374946
9	131890000	131900000	9	132370000	132380000	255,255,0	523	162.527	128.0	142.93	184.441	3.7898049516e-75	7.84426529048e-109	2.28364458877e-108	7.50635020749e-75	10	131901000	132374000	34014.7027034
1	110310000	110320000	1	110520000	110530000	255,255,0	523	165.169	151.143	192.286	174.837	3.7898049516e-75	7.84426529048e-109	1.00050661046e-74	7.50635020749e-75	13	110322692	110530384	24723.3210461
1	157060000	157070000	1	157120000	157130000	255,255,0	523	161.034	163.788	192.092	188.902	3.7898049516e-75	4.145769793e-75	1.00050661046e-74	7.50635020749e-75	8	157061250	157122500	18582.5859341
22	36690000	36700000	22	36860000	36870000	255,255,0	522	205.612	188.564	202.702	265.391	4.37644001445e-46	1.04659573247e-74	9.46556912509e-46	6.22512612412e-23	10	36708000	36864000	20248.4567313
2	68590000	68600000	2	68660000	68670000	255,255,0	522	230.355	195.885	204.053	241.771	4.37644001445e-46	5.62720010807e-46	9.46556912509e-46	9.81587414293e-46	9	68597222	68662777	17916.1283296
5	139620000	139630000	5	139730000	139740000	255,255,0	521	131.622	127.334	154.457	159.95	1.47543414499e-107	7.67929983812e-108	6.35572705758e-74	4.67417812042e-74	11	139623181	139733181	18272.5011293
17	19260000	19270000	17	19350000	19360000	255,255,0	520	198.87	207.482	215.738	241.021	1.77307690436e-45	2.27676775541e-45	3.89313385296e-45	3.98348761294e-45	6	19266666	19356666	11785.1130198
17	74180000	74190000	17	74240000	74250000	255,255,0	520	257.808	280.625	328.873	295.476	8.00197968035e-23	1.17522241138e-22	3.67566343805e-07	1.56399744996e-22	8	74186250	74256250	21866.0696057
1	155900000	155910000	1	155950000	155960000	255,255,0	520	259.856	255.77	269.929	250.967	8.00197968035e-23	1.17522241138e-22	1.63307269839e-22	1.56399744996e-22	3	155908333	155961666	7453.55992499
6	39130000	39140000	6	39270000	39280000	255,255,0	519	123.193	113.239	135.499	143.488	1.44334613239e-106	2.30286500474e-143	2.27781685004e-106	4.19247288076e-106	11	39137727	39271363	18652.9859352
20	24970000	24980000	20	25040000	25050000	255,255,0	518	152.431	151.5	173.465	180.471	4.3755303417e-106	2.33904284383e-106	9.86997860437e-73	7.20824893239e-73	10	24978000	25044000	19235.3840617
17	55930000	55940000	17	56070000	56080000	255,255,0	518	160.415	122.296	144.735	156.695	3.6979980062e-73	2.33904284383e-106	6.72541961334e-106	7.20824893239e-73	14	55945000	56070000	30413.8126515
2	238420000	238430000	2	238470000	238480000	255,255,0	518	209.572	208.649	202.381	225.782	7.01000559913e-45	9.14913894027e-45	1.49687942441e-44	1.5661745718e-44	6	238420000	238481666	15365.9074288
19	50870000	50880000	19	50960000	50970000	255,255,0	517	172.102	191.917	262.414	220.781	9.11374230737e-73	1.04897336205e-72	6.7647965108e-22	3.13671563844e-44	6	50865000	50970000	11180.3398875
12	122130000	122140000	12	122210000	122220000	255,255,0	517	183.393	158.804	208.99	171.806	9.11374230737e-73	1.04897336205e-72	2.99961307513e-44	1.74308561573e-72	13	122138846	122216538	23076.9230769
8	27320000	27330000	8	27450000	27460000	255,255,0	517	136.21	127.391	151.876	156.886	1.32849655418e-105	7.29167883069e-106	1.85321545214e-105	1.74308561573e-72	17	27328529	27450294	23995.3859463
4	9760000	9770000	4	10010000	10020000	255,255,0	517	101.181	105.212	136.117	136.003	3.88987736072e-142	3.02678984356e-142	1.85321545214e-105	3.25592196335e-105	7	9769285	10017857	15971.914125
22	18310000	18320000	22	18550000	18560000	255,255,0	516	177.552	172.842	211.048	212.045	2.24443504721e-72	2.53172725918e-72	5.8024006674e-44	5.98597895284e-44	6	18313333	18553333	11785.1130198
16	27240000	27250000	16	27380000	27390000	255,255,0	516	239.436	283.371	324.69	326.453	2.73271708242e-44	7.63596992341e-22	9.55266938091e-07	9.31985017535e-07	2	27245000	27380000	5000.0
10	98400000	98410000	10	98470000	98480000	255,255,0	516	237.838	238.764	291.185	240.814	2.73271708242e-44	3.6186767697e-44	1.06391733445e-21	5.98597895284e-44	7	98406428	98477857	27180.4251292
1	6400000	6410000	1	6460000	6470000	255,255,0	516	201.366	207.081	219.046	232.486	2.73271708242e-44	3.6186767697e-44	5.8024006674e-44	5.98597895284e-44	5	6409000	6467000	12649.1106407
19	45220000	45230000	19	45270000	45280000	255,255,0	515	178.094	200.413	195.393	214.694	5.52283499505e-72	6.9953650181e-44	1.14655418984e-43	1.1438348823e-43	4	45225000	45280000	11180.3398875
16	46890000	46900000	16	46950000	46960000	255,255,0	515	229.501	233.657	263.995	250.587	5.3419332432e-44	6.9953650181e-44	1.65900170348e-21	1.60154442376e-21	7	46886428	46950714	15779.0871674
6	36580000	36590000	6	36650000	36660000	255,255,0	515	242.985	234.11	300.269	218.327	8.41403360052e-22	6.9953650181e-44	1.65900170348e-21	1.1438348823e-43	4	36585000	36647500	10307.764064
3	39230000	39240000	3	39320000	39330000	255,255,0	515	170.804	165.905	185.633	207.571	5.52283499505e-72	6.21921008074e-72	1.5715378775e-71	1.1438348823e-43	12	39242500	39320000	23048.8611432
2	232470000	232480000	2	232570000	232580000	255,255,0	515	211.894	204.816	266.658	232.084	5.3419332432e-44	6.9953650181e-44	1.65900170348e-21	1.1438348823e-43	3	232478333	232581666	7453.55992499
19	2640000	2650000	19	2740000	2750000	255,255,0	514	206.555	194.464	246.107	225.739	1.0597304113e-43	1.38624480079e-43	2.63865214735e-21	2.25690526115e-43	11	2653181	2752272	24155.1459192
1	16400000	16410000	1	16510000	16520000	255,255,0	514	135.345	135.148	171.74	158.472	4.13340746047e-104	2.32429601102e-104	3.8457969735e-71	2.72224438837e-71	11	16409545	16513181	18741.3892074
19	18110000	18120000	19	18160000	18170000	255,255,0	513	212.97	202.697	194.615	229.783	2.09874987384e-43	2.74253889948e-43	4.41157211003e-43	4.35665344103e-43	4	18117500	18175000	10307.764064
11	74990000	75000000	11	75090000	75100000	255,255,0	513	155.734	147.293	166.294	189.301	3.38618453875e-71	7.2027142842e-104	9.4050441949e-71	6.72694225623e-71	9	74989444	75092777	18324.9138916
11	121190000	121200000	11	121460000	121470000	255,255,0	513	164.148	167.65	204.785	208.793	3.38618453875e-71	3.8665855657e-71	4.41157211003e-43	4.35665344103e-43	8	121188750	121462500	16441.1830475
2	202040000	202050000	2	202090000	202100000	255,255,0	513	230.611	198.074	202.431	233.513	2.09874987384e-43	2.74253889948e-43	4.41157211003e-43	4.35665344103e-43	1	202045000	202095000	0
12	54680000	54690000	12	54750000	54760000	255,255,0	512	207.613	228.299	271.731	285.94	4.1180039716e-43	5.41680690117e-43	6.63761540623e-21	6.45317547361e-21	3	54688333	54761666	7453.559925
